ID,Artist,Track,Album,Album_type,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Channel,Views,Likes,Comments,official_video,Stream
4419,Sujatha,Ishq Bina,Taal (Original Motion Picture Soundtrack),album,0.669,0.357,7,-16.269,0.063,0.198,0.000,0.045,0.501,88.022,465133,Bollywood Jalwa,1265209,8312,68,TRUE,8057718
4420,Sujatha,Chakku Chakku Vaththikuchi,Asuran (Original Motion Picture Soundtrack),single,0.686,0.540,7,-20.198,0.404,0.082,0.002,0.204,0.773,192.128,269027,NH Tamil Songs,7595652,130993,5059,TRUE,4436212
4421,Sujatha,Ninakkende,Gramaphone (Original Motion Picture Soundtrack),album,0.590,0.535,4,-9.661,0.065,0.435,0.000,0.102,0.353,74.969,301533,Satyam Audios,115969,771,30,TRUE,3634422
4422,R. Kelly,Ignition - Remix,Chocolate Factory,album,0.795,0.523,1,-7.165,0.042,0.061,0.000,0.091,0.855,133.024,186067,king kong,3797048,27940,2043,FALSE,560871023
4423,R. Kelly,I Believe I Can Fly,R.,album,0.550,0.444,7,-7.588,0.029,0.241,0.000,0.187,0.044,120.179,320667,MVIDEO,402084,5810,576,FALSE,98477608
4424,R. Kelly,I'm a Flirt Remix (feat. T.I. & T-Pain),The Essential R. Kelly,compilation,0.835,0.571,8,-4.771,0.102,0.072,0.000,0.060,0.902,138.038,330600,Janadrian Bettard,240641,4384,180,FALSE,76302090
4425,R. Kelly,Same Girl (with Usher),Double Up,album,0.717,0.583,1,-5.008,0.146,0.506,0.000,0.082,0.816,139.760,252933,REMASTERED HIPHOP♪,1503376,19652,703,FALSE,70294183
4426,R. Kelly,Bump n' Grind,12 Play,album,0.621,0.481,11,-8.016,0.037,0.098,0.000,0.241,0.679,65.004,256133,DJ Rome,129469,1843,162,FALSE,119051758
4427,R. Kelly,Legs Shakin' (feat. Ludacris),Black Panties (Deluxe Version),album,0.699,0.591,8,-6.788,0.068,0.520,0.000,0.150,0.686,130.137,266333,LUDACRIS,3750599,71743,3987,FALSE,12652968
4429,R. Kelly,Cookie,Black Panties (Deluxe Version),album,0.652,0.758,8,-4.737,0.032,0.128,0.000,0.273,0.486,130.927,225320,Justin Timberlake,9232345,64346,1304,FALSE,51498385
4430,R. Kelly,The World's Greatest,"R&B - 100 Hits - The Greatest R n B album - 100 R & B Classics featuring Usher, Pitbull and Justin Timberlake",compilation,0.661,0.604,11,-6.436,0.036,0.248,0.000,0.047,0.721,95.971,277600,Janadrian Bettard,23079,328,31,FALSE,49724479
4431,R. Kelly,"Fiesta (feat. Jay-Z, Boo & Gotti) - Remix",The R. In R&B Collection: Volume 1,compilation,0.920,0.487,10,-5.578,0.182,0.010,0.000,0.041,0.806,92.836,241400,Bacomusic,1395510,12849,368,FALSE,24213702
4432,Los Inquietos Del Norte,Mi Amigo el de Arriba,La Gritera,album,0.721,0.801,7,-7.058,0.065,0.417,0.000,0.074,0.649,122.327,146467,Inquietos del Norte,288617929,1085093,21347,TRUE,62908755
4433,Los Inquietos Del Norte,Caiga Quien Caiga,Los Psychos Del Corrido Los Psicopatas,album,0.559,0.809,8,-5.742,0.128,0.085,0.000,0.171,0.876,122.920,138580,Inquietos del Norte,136508439,425410,7200,TRUE,43711363
4434,Los Inquietos Del Norte,La Vida A Lo Que Da,De Noche Enfiestado y La Vida a Lo Que Da (Version De Lujo),album,0.823,0.948,9,-4.949,0.052,0.038,0.000,0.366,0.711,129.004,131868,Inquietos del Norte,5958129,29223,385,FALSE,13120039
4435,Los Inquietos Del Norte,El Que Persevera Alcanza,Otro Tequila Mas,album,0.857,0.908,10,-4.045,0.041,0.184,0.000,0.343,0.960,115.714,147002,Inquietos del Norte,14778274,86691,1388,TRUE,8731748
4436,Los Inquietos Del Norte,90 Millas (90 Miles),Locos Desde Ayer,album,0.796,0.754,7,-7.876,0.055,0.005,0.000,0.083,0.794,122.046,98107,Inquietos del Norte,12370592,34751,667,TRUE,28370689
4437,Los Inquietos Del Norte,Locos Desde Ayer,Locos Desde Ayer,album,0.666,0.738,9,-8.335,0.049,0.021,0.000,0.111,0.753,124.367,163227,Inquietos del Norte,24606382,81331,1462,TRUE,33272208
4438,Los Inquietos Del Norte,La Borrachera,La Borrachera,album,0.568,0.864,8,-5.081,0.097,0.052,0.000,0.120,0.961,114.938,127321,Inquietos del Norte,777482,6489,121,TRUE,26174805
4439,Los Inquietos Del Norte,No Quiero Terminar,La Gritera,album,0.557,0.471,9,-7.374,0.057,0.108,0.000,0.072,0.238,73.668,201133,Inquietos del Norte,46083895,162778,4431,TRUE,11611788
4440,Los Inquietos Del Norte,Vamos a Darle Con Todo,Vamos a Darle Con Todo,album,0.603,0.645,10,-3.956,0.032,0.223,0.000,0.230,0.656,127.592,163800,Kike King,464560,4404,123,FALSE,40637014
4441,Los Inquietos Del Norte,Ahora Que Puedo,Adrenalina,album,0.627,0.920,7,-3.520,0.108,0.135,0.000,0.136,0.963,155.986,161757,Inquietos del Norte,20686197,101988,2112,TRUE,8893796
4442,Anuradha Paudwal,Bahut Pyar Karte Hai - Female Version,Saajan (Original Motion Picture Soundtrack),album,0.452,0.490,4,-11.685,0.040,0.658,0.000,0.167,0.724,123.669,265667,Dr. B. Srinivas Raju,4863905,28010,1026,FALSE,14701995
4443,Anuradha Paudwal,"Dheere Dheere Se Meri Zindagi Mein Aana (From ""Aashiqui"")",Ultimate Romantic Duet - Kumar Sanu & Anuradha Paudwal,compilation,0.477,0.636,8,-8.334,0.036,0.865,0.002,0.208,0.707,84.547,329640,T-Series,21568405,70941,3025,TRUE,18616516
4444,Anuradha Paudwal,Mujhe Neend Na Aaye,Dil,compilation,0.489,0.669,11,-10.788,0.051,0.819,0.021,0.281,0.713,149.928,373573,Bollywood Music,275449,5144,1148,FALSE,7165281
4445,Anuradha Paudwal,Main Duniya Bhula Doonga,"Anuradha Paudwal Songs, Vol.1",album,0.356,0.733,9,-7.853,0.039,0.742,0.002,0.324,0.684,156.614,318408,SET India,67046,644,21,TRUE,11061012
4446,Anuradha Paudwal,Chhoti Chhoti Raatein,Tum Bin,album,0.548,0.596,10,-11.220,0.111,0.115,0.000,0.344,0.758,178.706,359547,T-Series,138316731,460485,14630,TRUE,3899147
4447,Anuradha Paudwal,"Jaan - E - Jigar Jaaneman (From ""Aashiqui"")",Ultimate Romantic Duet - Kumar Sanu & Anuradha Paudwal,compilation,0.410,0.720,7,-7.675,0.048,0.827,0.001,0.338,0.728,82.133,312440,Bollywood Classics,20821300,85122,2949,TRUE,6351933
4448,Anuradha Paudwal,"Dil Hai Ki Manta Nahin (From ""Dil Hai Ke Manta Nahin"")",Ultimate Romantic Duet - Kumar Sanu & Anuradha Paudwal,compilation,0.499,0.534,8,-9.081,0.032,0.877,0.003,0.195,0.717,117.524,372293,Bollywood Classics,131926731,454724,18582,TRUE,5417710
4449,Anuradha Paudwal,Om Bhurbhuwasah,Gayatri Mantra,single,0.719,0.466,3,-9.153,0.042,0.733,0.000,0.097,0.812,137.159,3340672,Pratima Saran Spiritual,9958511,86599,2917,FALSE,5635894
4450,Anuradha Paudwal,Tamma Tamma Again,Badrinath Ki Dulhania,single,0.724,0.848,2,-4.724,0.052,0.079,0.000,0.104,0.781,123.020,199265,T-Series,356812170,1038200,25173,TRUE,14740810
4451,Anuradha Paudwal,"Uga Ho Surujdev Bhel Bhinsarva (From ""Chhath Pooja Ke Geet"")",Chhath Pooja Special - Non Stop Chhath Pooja Geet 2020,compilation,0.557,0.331,5,-10.184,0.027,0.786,0.003,0.074,0.506,108.208,357697,T-Series Bhakti Sagar,172628374,1070516,51494,TRUE,1923818
4452,Abhijeet,"Main Koi Aisa Geet Gaoon (From ""Yes Boss"")",Sensational Duets (Abhijeet & Alka Yagnik),album,0.770,0.485,7,-11.612,0.046,0.166,0.000,0.289,0.932,121.685,317000,Venus Movies,40397640,171624,5521,FALSE,25650886
4453,Abhijeet,Jhanjharia - Male Version,Krishna (Original Motion Picture Soundtrack),album,0.730,0.878,2,-6.067,0.048,0.255,0.000,0.056,0.762,117.715,282867,Tips Official,39899525,189478,1966,TRUE,8024160
4454,Abhijeet,Tumhe Jo Maine Dekha,Main Hoon Na,album,0.734,0.903,0,-3.972,0.065,0.432,0.006,0.200,0.712,102.009,341147,Abhijeet Unplugged,138434,4454,253,TRUE,14876333
4455,Abhijeet,Woh Ladki Jo,Baadshah (Original Motion Picture Soundtrack),album,0.752,0.613,2,-12.950,0.074,0.040,0.000,0.328,0.496,110.022,434301,Ishtar Music,31191655,297961,5802,TRUE,8914634
4456,Abhijeet,"Tum Dil Ki Dhadkan Mein (From ""Dhadkan"")",Sensational Duets (Abhijeet & Alka Yagnik),album,0.365,0.449,0,-13.516,0.036,0.662,0.000,0.153,0.556,103.643,351425,Ishtar Music,128549546,675571,27234,TRUE,11638340
4457,Abhijeet,"Waada Raha Sanam (From ""Khiladi"")",Sensational Duets (Abhijeet & Alka Yagnik),album,0.578,0.626,0,-8.722,0.041,0.772,0.001,0.111,0.779,125.956,367935,Ishtar Music,10483494,84625,2449,TRUE,11554306
4458,Abhijeet,Husn Hai Suhana,Coolie No.1 (Original Motion Picture Soundtrack),album,0.741,0.884,1,-11.863,0.055,0.161,0.000,0.211,0.772,126.989,358267,Tips Official,52624250,360309,9807,TRUE,5674882
4459,Abhijeet,Chunnari Chunnari,Biwi No. 1 (Original Motion Picture Soundtrack),album,0.756,0.716,6,-9.176,0.068,0.208,0.000,0.060,0.757,119.935,335000,90's Gaane,124906144,554646,7277,TRUE,9829021
4460,Abhijeet,Main Agar Saamne,Raaz (Original Motion Picture Soundtrack),album,0.449,0.682,7,-9.665,0.060,0.301,0.000,0.354,0.869,84.014,346000,90's Gaane,63524631,322523,4732,TRUE,5953445
4461,Abhijeet,Ole Ole 2.0,Jawaani Jaaneman (Original Motion Picture Soundtrack),single,0.728,0.961,6,-2.442,0.057,0.083,0.001,0.053,0.921,133.001,144543,Tips Official,44335282,281870,2856,TRUE,9100060
4462,Sheila On 7,Dan...,Sheila On 7,album,0.658,0.539,8,-12.051,0.026,0.156,0.011,0.106,0.536,125.041,288707,Sony Music Entertainment Indonesia,91585839,273218,23038,TRUE,102205993
4463,Sheila On 7,Seberapa Pantas,07 Des,album,0.425,0.889,10,-5.700,0.080,0.065,0.000,0.345,0.644,162.596,241293,Sony Music Entertainment Indonesia,33800406,113817,8001,TRUE,63900303
4464,Sheila On 7,Hari Bersamanya,Berlayar,album,0.630,0.680,9,-4.556,0.029,0.312,0.000,0.194,0.792,119.984,232707,sheilaon7VEVO,44606191,125772,7657,TRUE,27546852
4465,Sheila On 7,Anugerah Terindah Yang Pernah Kumiliki,Sheila On 7,album,0.548,0.399,6,-13.183,0.036,0.013,0.049,0.103,0.351,143.960,268040,Sony Music Entertainment Indonesia,16532868,47757,4071,TRUE,45101248
4466,Sheila On 7,Sebuah Kisah Klasik,Kisah Klasik Untuk Masa Depan,album,0.635,0.674,8,-9.089,0.034,0.058,0.000,0.132,0.461,117.996,242373,Sony Music Entertainment Indonesia,14402704,66758,6001,TRUE,29633239
4467,Sheila On 7,Film Favorit,Film Favorit,single,0.525,0.801,9,-4.740,0.036,0.005,0.000,0.107,0.628,179.934,223500,Sheila on 7 Tv,27588837,142598,10047,TRUE,47581462
4468,Sheila On 7,Mudah Saja,Menentukan Arah,album,0.592,0.472,5,-6.775,0.025,0.665,0.000,0.332,0.288,79.973,213827,sheilaon7VEVO,12977643,43685,3652,TRUE,15087632
4469,Sheila On 7,Kita,Sheila On 7,album,0.687,0.616,11,-11.654,0.030,0.150,0.000,0.374,0.837,123.015,276667,Sony Music Entertainment Indonesia,12997244,52820,6441,TRUE,20657437
4470,Sheila On 7,Yang Terlewatkan,Menentukan Arah,album,0.552,0.577,7,-7.290,0.024,0.244,0.000,0.242,0.434,145.956,250240,sheilaon7VEVO,42045075,92087,9433,TRUE,23069573
4471,Sheila On 7,Sephia,Kisah Klasik Untuk Masa Depan,album,0.396,0.527,10,-8.658,0.044,0.371,0.000,0.166,0.165,185.807,295520,Sony Music Entertainment Indonesia,26353588,112740,10032,TRUE,31219605
4472,Kavita Krishnamurthy,Bole Chudiyan,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),album,0.590,0.875,5,-5.294,0.171,0.450,0.000,0.164,0.737,96.915,408133,SonyMusicIndiaVEVO,763524771,3554382,116387,TRUE,42519818
4473,Kavita Krishnamurthy,Woh Ladki Hai Kahan,Dil Chahta Hai,album,0.786,0.677,8,-8.624,0.183,0.172,0.000,0.045,0.858,94.985,306133,T-Series,21518763,166249,4082,TRUE,20434175
4474,Kavita Krishnamurthy,Koi Mil Gaya,Kuch Kuch Hota Hai,album,0.700,0.687,2,-9.292,0.050,0.503,0.000,0.057,0.815,136.028,437693,SonyMusicIndiaVEVO,101646038,559585,17907,TRUE,20874234
4475,Kavita Krishnamurthy,"Kaattrae En Vaasal (Wind) (From ""Rhythm"")",The Music of Madras - A. R. Rahman Hits,album,0.613,0.395,10,-14.281,0.039,0.208,0.001,0.189,0.455,172.014,378560,Rajshri Tamil,31528649,99688,3881,TRUE,12942081
4476,Kavita Krishnamurthy,Tip Tip Barsa Paani - Hip Hop Remix,Tip Tip Barsa Paani - Hip Hop Remix,single,0.708,0.897,5,-4.083,0.102,0.068,0.394,0.137,0.936,103.163,253520,Udit Narayan - Topic,4355609,29421,15,TRUE,6319655
4477,Kavita Krishnamurthy,"Bin Tere Sanam (From ""Yaara Dildara"")",My Best Collection - Udit Narayan,compilation,0.627,0.838,2,-8.168,0.041,0.220,0.000,0.122,0.728,138.856,390560,Ishtar Music,68063660,449836,15942,TRUE,10182276
4478,Kavita Krishnamurthy,Meri Duniya Hai,Vaastav: The Reality,album,0.634,0.540,0,-10.506,0.030,0.491,0.000,0.115,0.810,121.061,278107,Bollywood Classics,40193796,220874,6438,TRUE,7840882
4479,Kavita Krishnamurthy,Neend Churayee Meri,Ishq (Original Motion Picture Soundtrack),album,0.774,0.934,5,-6.422,0.052,0.118,0.003,0.090,0.882,105.968,346720,Iftekhar Hridoy,147,7,4,FALSE,11887824
4481,Kavita Krishnamurthy,"Jooma Chumma De De, Pt. 3",Hum (Original Motion Picture Soundtrack),album,0.554,0.824,10,-8.161,0.086,0.523,0.000,0.478,0.557,113.295,503472,NH Studioz,57941376,277673,6824,TRUE,5566436
4482,Jatin-Lalit,Chand Sifarish,Fanaa,album,0.829,0.665,2,-8.128,0.087,0.242,0.000,0.123,0.861,122.043,275931,YRF,446535927,2497499,68157,TRUE,66931625
4483,Jatin-Lalit,Mere Haath Mein,Fanaa,album,0.554,0.606,1,-12.312,0.072,0.578,0.000,0.110,0.584,93.922,285858,YRF,100186838,712576,17000,TRUE,28369423
4484,Jatin-Lalit,Bole Chudiyan,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),album,0.590,0.875,5,-5.294,0.171,0.450,0.000,0.164,0.737,96.915,408133,SonyMusicIndiaVEVO,763524771,3554382,116387,TRUE,42519818
4485,Jatin-Lalit,Kuch Kuch Hota Hai,Kuch Kuch Hota Hai,album,0.547,0.554,7,-11.165,0.037,0.602,0.000,0.074,0.848,91.386,297867,SonyMusicIndiaVEVO,248609552,958292,43351,TRUE,34017431
4486,Jatin-Lalit,Aankhein Khuli,Mohabbatein,album,0.792,0.635,7,-13.940,0.086,0.349,0.000,0.324,0.648,122.004,422713,YRF,287993512,1406344,30074,TRUE,17643599
4487,Jatin-Lalit,Ae Kash Ke Hum,Kabhi Haan Kabhi Naa (Original Motion Picture Soundtrack),album,0.364,0.687,0,-7.967,0.057,0.656,0.000,0.175,0.663,161.008,310427,SonyMusicIndiaVEVO,67586332,351217,13841,TRUE,16546876
4488,Jatin-Lalit,Hum Tum,Hum Tum,album,0.465,0.682,4,-8.124,0.051,0.381,0.000,0.080,0.583,164.010,329221,YRF,34162741,234241,5445,TRUE,13050825
4489,Jatin-Lalit,Yeh Ladka Hai Allah,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),album,0.645,0.908,11,-4.682,0.100,0.421,0.000,0.381,0.877,104.233,327227,SonyMusicIndiaVEVO,283786333,1201201,28815,TRUE,22324193
4490,Jatin-Lalit,Yeh Teri Aankhen Jhuki Jhuki,Fareb,album,0.723,0.730,11,-8.765,0.108,0.690,0.000,0.406,0.924,90.088,200751,Zee Music Classic,76553627,294662,9084,TRUE,4570837
4491,Jatin-Lalit,Humko Humise Chura Lo,Mohabbatein,album,0.548,0.506,6,-13.684,0.050,0.492,0.000,0.189,0.641,85.628,473025,YRF,260569462,1122126,30650,TRUE,12607278
4492,Jamiroquai,Virtual Insanity - Remastered,High Times: Singles 1992-2006,compilation,0.662,0.949,6,-4.758,0.108,0.128,0.000,0.135,0.516,91.954,229360,JamiroquaiVEVO,10562978,182971,6096,TRUE,187913246
4493,Jamiroquai,Cosmic Girl - Remastered,Travelling Without Moving (Remastered),album,0.633,0.921,11,-7.719,0.050,0.026,0.001,0.309,0.925,119.865,244147,JamiroquaiVEVO,72271496,296506,7648,TRUE,97289224
4494,Jamiroquai,Little L,A funk odyssey,album,0.878,0.724,10,-5.373,0.129,0.168,0.012,0.133,0.904,121.906,295400,JamiroquaiVEVO,188870,8165,458,TRUE,93938500
4495,Jamiroquai,Canned Heat,Synkronized,album,0.700,0.865,9,-5.827,0.133,0.014,0.000,0.072,0.780,128.043,331760,JamiroquaiVEVO,35182652,196980,7278,TRUE,82609296
4496,Jamiroquai,You Give Me Something,A funk odyssey,album,0.639,0.690,7,-10.047,0.264,0.027,0.001,0.146,0.579,119.630,199600,JamiroquaiVEVO,160709,6507,324,TRUE,58337756
4497,Jamiroquai,Seven Days in Sunny June,Dynamite,album,0.707,0.797,7,-7.143,0.044,0.200,0.000,0.302,0.633,105.395,237867,JamiroquaiVEVO,37851192,143870,6628,TRUE,62482268
4498,Jamiroquai,Love Foolosophy - Radio Edit,A funk odyssey,album,0.799,0.690,11,-4.998,0.075,0.012,0.000,0.133,0.896,129.297,224493,JamiroquaiVEVO,916801,17915,700,TRUE,47698986
4499,Jamiroquai,Alright - Remastered,Travelling Without Moving (Remastered),album,0.815,0.875,7,-7.822,0.060,0.174,0.048,0.136,0.733,105.805,263920,JamiroquaiVEVO,23816855,93027,2911,TRUE,18697202
4500,Jamiroquai,Space Cowboy,The Return of the Space Cowboy (Remastered),album,0.650,0.741,10,-8.368,0.118,0.155,0.404,0.175,0.751,110.179,386973,JamiroquaiVEVO,27426359,136029,5141,TRUE,25416034
4501,Jamiroquai,Virtual Insanity - Remastered,Travelling Without Moving (Remastered),album,0.618,0.893,6,-6.475,0.109,0.171,0.000,0.285,0.515,91.972,340907,JamiroquaiVEVO,10562978,182971,6096,TRUE,40578708
4502,El Cuarteto De Nos,Lo malo de ser bueno,Porfiado,album,0.687,0.851,1,-3.413,0.041,0.098,0.000,0.079,0.637,94.963,242120,Mariano Romano,147866,5098,108,FALSE,66682926
4503,El Cuarteto De Nos,Enamorado tuyo,Porfiado,album,0.611,0.826,1,-3.906,0.023,0.002,0.000,0.182,0.666,95.995,259680,El Cuarteto de Nos - Topic,17058314,167360,1205,TRUE,33099931
4504,El Cuarteto De Nos,Ya No Sé Que Hacer Conmigo,Raro,album,0.676,0.785,11,-5.390,0.029,0.119,0.000,0.134,0.502,102.046,241501,Cuarteto de Nos,92490753,648734,17806,FALSE,40879593
4505,El Cuarteto De Nos,El hijo de Hernández,Bipolar,album,0.730,0.866,7,-2.693,0.026,0.015,0.000,0.249,0.824,113.004,239293,Cuarteto de Nos,26308340,199531,6954,FALSE,26614161
4506,El Cuarteto De Nos,Yendo a la Casa de Damián,Raro,album,0.661,0.750,9,-5.816,0.040,0.061,0.000,0.267,0.524,105.984,254106,daniel chirinos,253656,5591,269,FALSE,30016860
4507,El Cuarteto De Nos,Algo mejor que hacer,Porfiado,album,0.463,0.862,9,-3.002,0.039,0.057,0.000,0.072,0.551,163.018,201133,El Cuarteto de Nos - Topic,6095670,91536,495,TRUE,11591899
4508,El Cuarteto De Nos,No llora,Habla Tu Espejo,album,0.616,0.766,4,-6.590,0.038,0.078,0.000,0.361,0.373,83.965,259840,Cuarteto de Nos,22932644,210051,6592,FALSE,45335206
4509,El Cuarteto De Nos,Invierno del 92,Raro,album,0.601,0.882,7,-5.191,0.026,0.011,0.000,0.096,0.696,105.022,240552,Ulises Shhh,5400817,46237,1443,FALSE,18754267
4510,El Cuarteto De Nos,Cómo pasa el tiempo,Habla Tu Espejo,album,0.648,0.792,0,-6.058,0.035,0.066,0.000,0.079,0.935,159.968,260867,marcohanks,3138018,61112,1352,FALSE,19047857
4511,El Cuarteto De Nos,Así Soy Yo,Raro,album,0.557,0.691,4,-5.957,0.037,0.034,0.000,0.094,0.751,149.993,225510,El Cuarteto de Nos - Topic,6397396,71729,119,TRUE,12060477
4513,Placebo,Running Up That Hill,Covers,album,0.450,0.357,10,-13.691,0.034,0.268,0.519,0.094,0.084,179.935,297320,PLACEBO,15126585,118541,5305,FALSE,114326693
4515,Placebo,Special Needs,Sleeping With Ghosts,album,0.300,0.571,10,-10.152,0.033,0.001,0.800,0.085,0.041,178.089,315987,PLACEBO,26358859,134816,3040,TRUE,59054570
4516,Placebo,Song to Say Goodbye,Meds,album,0.435,0.886,11,-4.749,0.080,0.006,0.005,0.099,0.440,165.007,216187,PLACEBO,23959165,157934,4195,TRUE,34965612
4517,Placebo,This Picture,Sleeping With Ghosts,album,0.461,0.910,1,-7.198,0.036,0.000,0.047,0.086,0.615,155.697,214907,PLACEBO,16403557,81154,2265,TRUE,40257171
4519,Placebo,Special K,Black Market Music,album,0.397,0.942,1,-2.530,0.087,0.000,0.240,0.140,0.356,158.993,232307,PLACEBO,8637951,47637,1343,TRUE,26557485
4520,Placebo,Where Is My Mind? - XFM Live Version,Covers,album,0.371,0.636,5,-6.303,0.030,0.000,0.008,0.349,0.193,155.466,224560,PLACEBO,147854,2070,26,TRUE,20351218
4521,Placebo,Beautiful James,Never Let Me Go,album,0.408,0.891,0,-7.094,0.051,0.000,0.001,0.110,0.196,167.996,248543,PLACEBO,5130949,73618,4460,FALSE,18307837
4522,Tom Morello,GOSSIP (feat. Tom Morello),RUSH!,album,0.704,0.819,9,-2.974,0.063,0.002,0.000,0.094,0.914,139.921,168280,ManeskinVEVO,4371473,167466,5705,TRUE,16908763
4523,Tom Morello,Let’s Get The Party Started (feat. Bring Me The Horizon),The Atlas Underground Fire,album,0.339,0.849,6,-3.972,0.093,0.001,0.000,0.189,0.395,176.040,212572,Tom Morello,2326310,54937,1429,TRUE,13339249
4524,Tom Morello,Hold The Line (feat. grandson),The Atlas Underground Fire,album,0.556,0.930,1,-6.100,0.119,0.001,0.025,0.758,0.608,160.068,192151,Tom Morello,729295,23925,1411,TRUE,4719616
4525,Tom Morello,Wild Child (with Tom Morello),Strange Days,album,0.229,0.888,6,-2.641,0.097,0.003,0.000,0.365,0.268,156.254,222893,TheStrutsVEVO,275652,5260,258,TRUE,7108601
4526,Tom Morello,Human (feat. Barns Courtney),The Atlas Underground Flood,album,0.511,0.854,11,-4.563,0.132,0.004,0.000,0.362,0.495,129.899,184392,Tom Morello,130232,3319,214,TRUE,4327317
4527,Tom Morello,This Train is Bound for Glory,Woody Guthrie: At 100! (Live At The Kennedy Center),compilation,0.392,0.942,9,-8.620,0.559,0.158,0.000,0.802,0.582,174.311,221827,André Camargo,7140612,37433,1857,FALSE,12606792
4528,Tom Morello,Lightning Over Mexico,The Catastrophists EP,single,0.427,0.843,2,-4.797,0.062,0.004,0.006,0.095,0.284,81.618,251707,Tom Morello,148394,3985,179,TRUE,2377978
4529,Tom Morello,Highway to Hell (feat. Bruce Springsteen & Eddie Vedder),The Atlas Underground Fire,album,0.552,0.892,10,-3.277,0.109,0.004,0.000,0.075,0.354,116.046,211617,Tom Morello,598658,10540,812,TRUE,4613428
4530,Tom Morello,This Land is Your Land,Woody Guthrie: At 100! (Live At The Kennedy Center),compilation,0.260,0.820,0,-8.387,0.216,0.309,0.000,0.975,0.637,173.314,295200,Tom Morello - Topic,30290,528,7,TRUE,5994971
4532,Nine Inch Nails,Closer,The Downward Spiral,album,0.547,0.714,10,-8.628,0.044,0.000,0.636,0.122,0.541,89.996,373000,bazzy3000,930,32,0,FALSE,194379950
4533,Nine Inch Nails,The Hand That Feeds,With Teeth,album,0.587,0.990,0,-4.496,0.078,0.017,0.001,0.104,0.486,127.992,211680,NineInchNailsVEVO,28537614,185808,7319,TRUE,95955017
4534,Nine Inch Nails,Head Like A Hole,Pretty Hate Machine,album,0.666,0.798,9,-11.260,0.048,0.008,0.002,0.585,0.442,115.382,299680,NineInchNailsVEVO,19129592,171826,8955,TRUE,52149261
4535,Nine Inch Nails,Hurt,The Downward Spiral,album,0.490,0.158,9,-18.148,0.040,0.773,0.023,0.121,0.083,79.833,375933,Cesar Garate,1741215,17827,1147,FALSE,79183801
4536,Nine Inch Nails,We're In This Together,The Fragile,album,0.551,0.683,0,-7.308,0.035,0.000,0.305,0.105,0.179,100.030,436000,NineInchNailsVEVO,16838532,118909,7217,TRUE,20882890
4537,Nine Inch Nails,Wish,Broken,single,0.516,0.989,7,-7.206,0.075,0.000,0.355,0.697,0.149,135.053,226733,NineInchNailsVEVO,8960350,66719,4261,TRUE,14351384
4538,Nine Inch Nails,The Perfect Drug,Lost Highway,compilation,0.627,0.883,5,-8.988,0.095,0.021,0.003,0.323,0.252,149.024,315440,NineInchNailsVEVO,4749528,74051,4067,TRUE,22086219
4539,Nine Inch Nails,Every Day Is Exactly The Same,With Teeth,album,0.607,0.941,0,-6.163,0.049,0.022,0.071,0.119,0.414,144.040,294893,G F,5794519,48915,2793,FALSE,34345200
4540,Nine Inch Nails,Only,With Teeth,album,0.700,0.807,9,-5.711,0.029,0.001,0.005,0.100,0.963,112.150,263093,NineInchNailsVEVO,12116450,95881,4293,TRUE,24182016
4541,Nine Inch Nails,Terrible Lie,Pretty Hate Machine,album,0.610,0.605,6,-12.484,0.042,0.001,0.157,0.344,0.458,87.953,278867,NineInchNails on MV,855489,9703,894,TRUE,16887791
4542,Patricio Rey y sus Redonditos de Ricota,Un Poco de Amor Francés,La Mosca y la Sopa,album,0.532,0.776,9,-7.873,0.030,0.024,0.000,0.358,0.667,137.736,206200,Indio Solari Oficial,8626670,34777,527,TRUE,56682638
4543,Patricio Rey y sus Redonditos de Ricota,Un Ángel para Tu Soledad,Lobo Suelto,album,0.635,0.682,7,-7.072,0.026,0.030,0.000,0.090,0.712,134.970,231533,Indio Solari Oficial,11107521,34087,762,TRUE,50380292
4544,Patricio Rey y sus Redonditos de Ricota,Esa Estrella Era Mi Lujo,¡Bang! ¡Bang!... Estás Liquidado,album,0.518,0.806,9,-6.570,0.029,0.007,0.005,0.065,0.662,129.465,176173,Jorge Penzo,15306684,27045,2141,FALSE,35286878
4545,Patricio Rey y sus Redonditos de Ricota,Tarea Fina,La Mosca y la Sopa,album,0.436,0.797,5,-6.763,0.064,0.009,0.005,0.602,0.710,126.949,223040,Lucas,14838879,26386,1265,FALSE,34015360
4546,Patricio Rey y sus Redonditos de Ricota,Yo Caníbal,Cordero Atado,album,0.566,0.738,5,-6.682,0.045,0.073,0.000,0.043,0.821,80.475,176840,Redondos Subtitulados,11565541,31391,790,FALSE,22874721
4548,Patricio Rey y sus Redonditos de Ricota,El Pibe de los Astilleros,La Mosca y la Sopa,album,0.618,0.699,0,-5.696,0.028,0.011,0.000,0.260,0.610,112.330,212400,Redondos Subtitulados,18319691,43967,1036,FALSE,41244848
